#	file	col	type	count	unique	null	min	max	samples
1147	train_targets_nonscored.csv	oxidizing_agent	int64	23814	1	0	0	0	0(23814)
1148	train_targets_nonscored.csv	oxidosqualene_cyclase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1149	train_targets_nonscored.csv	oxytocin_receptor_agonist	int64	23814	2	0	0	1	0(23802)/1(12)
1150	train_targets_nonscored.csv	oxytocin_receptor_antagonist	int64	23814	2	0	0	1	0(23801)/1(13)
1151	train_targets_nonscored.csv	p21_activated_kinase_inhibitor	int64	23814	2	0	0	1	0(23801)/1(13)
1152	train_targets_nonscored.csv	p53_activator	int64	23814	2	0	0	1	0(23777)/1(37)
1153	train_targets_nonscored.csv	p53_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1154	train_targets_nonscored.csv	paba_antagonist	int64	23814	2	0	0	1	0(23784)/1(30)
1155	train_targets_nonscored.csv	pdk1_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1156	train_targets_nonscored.csv	penicillin_binding_protein_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1157	train_targets_nonscored.csv	peptidase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1158	train_targets_nonscored.csv	perk_inhibitor	int64	23814	2	0	0	1	0(23801)/1(13)
1159	train_targets_nonscored.csv	phosphatase_inhibitor	int64	23814	1	0	0	0	0(23814)
1160	train_targets_nonscored.csv	phosphofructokinase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1161	train_targets_nonscored.csv	phospholipase_activator	int64	23814	2	0	0	1	0(23808)/1(6)
1162	train_targets_nonscored.csv	pim_inhibitor	int64	23814	2	0	0	1	0(23789)/1(25)
1163	train_targets_nonscored.csv	pka_activator	int64	23814	1	0	0	0	0(23814)
1164	train_targets_nonscored.csv	pka_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1165	train_targets_nonscored.csv	plasminogen_activator_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1166	train_targets_nonscored.csv	platelet_activating_factor_receptor_antagonist	int64	23814	2	0	0	1	0(23777)/1(37)
1167	train_targets_nonscored.csv	platelet_aggregation_inhibitor	int64	23814	2	0	0	1	0(23777)/1(37)
1168	train_targets_nonscored.csv	plk_inhibitor	int64	23814	2	0	0	1	0(23759)/1(55)
1169	train_targets_nonscored.csv	porcupine_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1170	train_targets_nonscored.csv	potassium_channel_agonist	int64	23814	2	0	0	1	0(23802)/1(12)
1171	train_targets_nonscored.csv	potassium_channel_blocker	int64	23814	2	0	0	1	0(23802)/1(12)
1172	train_targets_nonscored.csv	prmt_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1173	train_targets_nonscored.csv	progestogen_hormone	int64	23814	2	0	0	1	0(23785)/1(29)
1174	train_targets_nonscored.csv	prolactin_inhibitor	int64	23814	2	0	0	1	0(23807)/1(7)
1175	train_targets_nonscored.csv	prostacyclin_analog	int64	23814	2	0	0	1	0(23801)/1(13)
1176	train_targets_nonscored.csv	prostanoid_receptor_agonist	int64	23814	2	0	0	1	0(23766)/1(48)
1177	train_targets_nonscored.csv	prostanoid_receptor_inhibitor	int64	23814	1	0	0	0	0(23814)
1178	train_targets_nonscored.csv	protease_inhibitor	int64	23814	2	0	0	1	0(23801)/1(13)
1179	train_targets_nonscored.csv	protein_kinase_activator	int64	23814	2	0	0	1	0(23808)/1(6)
1180	train_targets_nonscored.csv	protein_synthesis_stimulant	int64	23814	2	0	0	1	0(23789)/1(25)
1181	train_targets_nonscored.csv	psychoactive_drug	int64	23814	2	0	0	1	0(23796)/1(18)
1182	train_targets_nonscored.csv	purine_antagonist	int64	23814	2	0	0	1	0(23790)/1(24)
1183	train_targets_nonscored.csv	purinergic_receptor_antagonist	int64	23814	2	0	0	1	0(23736)/1(78)
1184	train_targets_nonscored.csv	pxr_ligand	int64	23814	1	0	0	0	0(23814)
1185	train_targets_nonscored.csv	pyruvate_dehydrogenase_inhibitor	int64	23814	1	0	0	0	0(23814)
1186	train_targets_nonscored.csv	pyruvate_kinase_isozyme_activator	int64	23814	1	0	0	0	0(23814)
1187	train_targets_nonscored.csv	quorum_sensing_signaling_modulator	int64	23814	2	0	0	1	0(23808)/1(6)
1188	train_targets_nonscored.csv	rad51_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1189	train_targets_nonscored.csv	rage_receptor_antagonist	int64	23814	1	0	0	0	0(23814)
1190	train_targets_nonscored.csv	receptor_tyrosine_protein_kinase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1191	train_targets_nonscored.csv	reducing_agent	int64	23814	2	0	0	1	0(23790)/1(24)
1192	train_targets_nonscored.csv	ret_inhibitor	int64	23814	2	0	0	1	0(23789)/1(25)
1193	train_targets_nonscored.csv	ret_tyrosine_kinase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1194	train_targets_nonscored.csv	reverse_transcriptase_inhibitor	int64	23814	2	0	0	1	0(23754)/1(60)
1195	train_targets_nonscored.csv	ribosomal_protein_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1196	train_targets_nonscored.csv	ripk_inhibitor	int64	23814	1	0	0	0	0(23814)
1197	train_targets_nonscored.csv	rna_synthesis_inhibitor	int64	23814	2	0	0	1	0(23758)/1(56)
1198	train_targets_nonscored.csv	ror_inverse_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1199	train_targets_nonscored.csv	rsv_fusion_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1200	train_targets_nonscored.csv	s100a9_inhibitor	int64	23814	1	0	0	0	0(23814)
1201	train_targets_nonscored.csv	sars_coronavirus_3c-like_protease_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1202	train_targets_nonscored.csv	sedative	int64	23814	2	0	0	1	0(23802)/1(12)
1203	train_targets_nonscored.csv	selective_estrogen_receptor_modulator_(serm)	int64	23814	2	0	0	1	0(23784)/1(30)
1204	train_targets_nonscored.csv	selective_serotonin_reuptake_inhibitor_(ssri)	int64	23814	2	0	0	1	0(23778)/1(36)
1205	train_targets_nonscored.csv	serine_protease_inhibitor	int64	23814	2	0	0	1	0(23803)/1(11)
1206	train_targets_nonscored.csv	serine_threonine_kinase_inhibitor	int64	23814	2	0	0	1	0(23772)/1(42)
1207	train_targets_nonscored.csv	serine_threonine_protein_phosphatase_activator	int64	23814	1	0	0	0	0(23814)
1208	train_targets_nonscored.csv	serotonin_release_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1209	train_targets_nonscored.csv	sirt_activator	int64	23814	2	0	0	1	0(23801)/1(13)
1210	train_targets_nonscored.csv	sirt_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1211	train_targets_nonscored.csv	smoothened_receptor_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1212	train_targets_nonscored.csv	sodium_calcium_exchange_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1213	train_targets_nonscored.csv	sodium_channel_activator	int64	23814	2	0	0	1	0(23808)/1(6)
1214	train_targets_nonscored.csv	sodium_channel_blocker	int64	23814	2	0	0	1	0(23808)/1(6)
1215	train_targets_nonscored.csv	somatostatin_receptor_agonist	int64	23814	2	0	0	1	0(23802)/1(12)
1216	train_targets_nonscored.csv	sphingosine_1_phosphate_receptor_agonist	int64	23814	2	0	0	1	0(23807)/1(7)
1217	train_targets_nonscored.csv	sphingosine_kinase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1218	train_targets_nonscored.csv	src_activator	int64	23814	1	0	0	0	0(23814)
1219	train_targets_nonscored.csv	srebp_inhibitor	int64	23814	2	0	0	1	0(23809)/1(5)
1220	train_targets_nonscored.csv	stat_inhibitor	int64	23814	2	0	0	1	0(23777)/1(37)
1221	train_targets_nonscored.csv	stearoyl-coa_desaturase_inhibitor	int64	23814	1	0	0	0	0(23814)
1222	train_targets_nonscored.csv	steroid_sulfatase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1223	train_targets_nonscored.csv	steroidal_progestin	int64	23814	2	0	0	1	0(23796)/1(18)
1224	train_targets_nonscored.csv	sterol_demethylase_inhibitor	int64	23814	2	0	0	1	0(23742)/1(72)
1225	train_targets_nonscored.csv	sterol_regulatory_element_binding_protein_(srebp)_inhibitor	int64	23814	1	0	0	0	0(23814)
1226	train_targets_nonscored.csv	steryl_sulfatase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1227	train_targets_nonscored.csv	structural_glycoprotein_antagonist	int64	23814	2	0	0	1	0(23808)/1(6)
1228	train_targets_nonscored.csv	succinimide_antiepileptic	int64	23814	2	0	0	1	0(23802)/1(12)
1229	train_targets_nonscored.csv	sulfonylurea	int64	23814	1	0	0	0	0(23814)
1230	train_targets_nonscored.csv	synthetic_estrogen	int64	23814	1	0	0	0	0(23814)
1231	train_targets_nonscored.csv	t_cell_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1232	train_targets_nonscored.csv	tankyrase_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1233	train_targets_nonscored.csv	telomerase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1234	train_targets_nonscored.csv	testosterone_receptor_antagonist	int64	23814	2	0	0	1	0(23808)/1(6)
1235	train_targets_nonscored.csv	thiazide_diuretic	int64	23814	2	0	0	1	0(23795)/1(19)
1236	train_targets_nonscored.csv	thioredoxin_inhibitor	int64	23814	1	0	0	0	0(23814)
1237	train_targets_nonscored.csv	thrombopoietin_receptor_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1238	train_targets_nonscored.csv	thromboxane_receptor_antagonist	int64	23814	2	0	0	1	0(23789)/1(25)
1239	train_targets_nonscored.csv	thromboxane_synthase_inhibitor	int64	23814	2	0	0	1	0(23784)/1(30)
1240	train_targets_nonscored.csv	thyroid_hormone_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1241	train_targets_nonscored.csv	thyroid_hormone_stimulant	int64	23814	2	0	0	1	0(23808)/1(6)
1242	train_targets_nonscored.csv	thyrotropin_releasing_hormone_receptor_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1243	train_targets_nonscored.csv	tie_inhibitor	int64	23814	1	0	0	0	0(23814)
1244	train_targets_nonscored.csv	tissue_transglutaminase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1245	train_targets_nonscored.csv	topical_anesthetic	int64	23814	1	0	0	0	0(23814)
1246	train_targets_nonscored.csv	topical_sunscreen_agent	int64	23814	2	0	0	1	0(23808)/1(6)
1247	train_targets_nonscored.csv	trace_amine_associated_receptor_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1248	train_targets_nonscored.csv	trace_amine_associated_receptor_antagonist	int64	23814	1	0	0	0	0(23814)
1249	train_targets_nonscored.csv	trail_modulator	int64	23814	1	0	0	0	0(23814)
1250	train_targets_nonscored.csv	transient_receptor_potential_channel_agonist	int64	23814	1	0	0	0	0(23814)
1251	train_targets_nonscored.csv	triacylglycerol_lipase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1252	train_targets_nonscored.csv	tricyclic_antidepressant	int64	23814	2	0	0	1	0(23784)/1(30)
1253	train_targets_nonscored.csv	tryptophan_hydroxylase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1254	train_targets_nonscored.csv	tyrosinase_inhibitor	int64	23814	2	0	0	1	0(23801)/1(13)
1255	train_targets_nonscored.csv	tyrosine_hydroxylase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1256	train_targets_nonscored.csv	tyrosine_phosphatase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1257	train_targets_nonscored.csv	ubiquitin-conjugating_enzyme_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1258	train_targets_nonscored.csv	ubiquitin_ligase_inhibitor	int64	23814	1	0	0	0	0(23814)
1259	train_targets_nonscored.csv	urease_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1260	train_targets_nonscored.csv	uric_acid_diuretic	int64	23814	1	0	0	0	0(23814)
1261	train_targets_nonscored.csv	uricase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1262	train_targets_nonscored.csv	uricosuric	int64	23814	2	0	0	1	0(23790)/1(24)
1263	train_targets_nonscored.csv	urotensin_receptor_agonist	int64	23814	1	0	0	0	0(23814)
1264	train_targets_nonscored.csv	urotensin_receptor_antagonist	int64	23814	2	0	0	1	0(23802)/1(12)
1265	train_targets_nonscored.csv	vasoconstrictor	int64	23814	2	0	0	1	0(23808)/1(6)
1266	train_targets_nonscored.csv	vasodilator	int64	23814	2	0	0	1	0(23797)/1(17)
1267	train_targets_nonscored.csv	vasopressin_receptor_agonist	int64	23814	2	0	0	1	0(23796)/1(18)
1268	train_targets_nonscored.csv	vasopressin_receptor_antagonist	int64	23814	2	0	0	1	0(23802)/1(12)
1269	train_targets_nonscored.csv	ve-cadherin_antagonist	int64	23814	2	0	0	1	0(23808)/1(6)
1270	train_targets_nonscored.csv	vesicular_monoamine_transporter_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1271	train_targets_nonscored.csv	vitamin_k_antagonist	int64	23814	2	0	0	1	0(23796)/1(18)
1272	train_targets_nonscored.csv	voltage-gated_calcium_channel_ligand	int64	23814	1	0	0	0	0(23814)
1273	train_targets_nonscored.csv	voltage-gated_potassium_channel_activator	int64	23814	2	0	0	1	0(23789)/1(25)
1274	train_targets_nonscored.csv	voltage-gated_sodium_channel_blocker	int64	23814	2	0	0	1	0(23796)/1(18)
1275	train_targets_nonscored.csv	wdr5_mll_interaction_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1276	train_targets_nonscored.csv	wnt_agonist	int64	23814	1	0	0	0	0(23814)
1277	train_targets_nonscored.csv	xanthine_oxidase_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1278	train_targets_nonscored.csv	xiap_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1279	train_targets_scored.csv	sig_id	object	23814	23814	0	id_000644bb2	id_ffffdd77b	id_068246406(1)/id_d12af8e11(1)/id_afc3c6377(1)/id_a4791aab0(1)/id_ab89e7ae1(1)/id_57f671d73(1)/id_8e6829715(1)/id_7f41d5938(1)/id_cb9604826(1)/id_e95f2dc5f(1)
1280	train_targets_scored.csv	5-alpha_reductase_inhibitor	int64	23814	2	0	0	1	0(23797)/1(17)
1281	train_targets_scored.csv	11-beta-hsd1_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1282	train_targets_scored.csv	acat_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1283	train_targets_scored.csv	acetylcholine_receptor_agonist	int64	23814	2	0	0	1	0(23624)/1(190)
1284	train_targets_scored.csv	acetylcholine_receptor_antagonist	int64	23814	2	0	0	1	0(23513)/1(301)
1285	train_targets_scored.csv	acetylcholinesterase_inhibitor	int64	23814	2	0	0	1	0(23741)/1(73)
1286	train_targets_scored.csv	adenosine_receptor_agonist	int64	23814	2	0	0	1	0(23760)/1(54)
1287	train_targets_scored.csv	adenosine_receptor_antagonist	int64	23814	2	0	0	1	0(23718)/1(96)
1288	train_targets_scored.csv	adenylyl_cyclase_activator	int64	23814	2	0	0	1	0(23802)/1(12)
1289	train_targets_scored.csv	adrenergic_receptor_agonist	int64	23814	2	0	0	1	0(23544)/1(270)
1290	train_targets_scored.csv	adrenergic_receptor_antagonist	int64	23814	2	0	0	1	0(23454)/1(360)
1291	train_targets_scored.csv	akt_inhibitor	int64	23814	2	0	0	1	0(23748)/1(66)
1292	train_targets_scored.csv	aldehyde_dehydrogenase_inhibitor	int64	23814	2	0	0	1	0(23807)/1(7)
1293	train_targets_scored.csv	alk_inhibitor	int64	23814	2	0	0	1	0(23772)/1(42)
1294	train_targets_scored.csv	ampk_activator	int64	23814	2	0	0	1	0(23802)/1(12)
1295	train_targets_scored.csv	analgesic	int64	23814	2	0	0	1	0(23802)/1(12)
1296	train_targets_scored.csv	androgen_receptor_agonist	int64	23814	2	0	0	1	0(23766)/1(48)
1297	train_targets_scored.csv	androgen_receptor_antagonist	int64	23814	2	0	0	1	0(23725)/1(89)
1298	train_targets_scored.csv	anesthetic_-_local	int64	23814	2	0	0	1	0(23734)/1(80)
1299	train_targets_scored.csv	angiogenesis_inhibitor	int64	23814	2	0	0	1	0(23778)/1(36)
1300	train_targets_scored.csv	angiotensin_receptor_antagonist	int64	23814	2	0	0	1	0(23777)/1(37)
1301	train_targets_scored.csv	anti-inflammatory	int64	23814	2	0	0	1	0(23741)/1(73)
1302	train_targets_scored.csv	antiarrhythmic	int64	23814	2	0	0	1	0(23808)/1(6)
1303	train_targets_scored.csv	antibiotic	int64	23814	2	0	0	1	0(23771)/1(43)
1304	train_targets_scored.csv	anticonvulsant	int64	23814	2	0	0	1	0(23802)/1(12)
1305	train_targets_scored.csv	antifungal	int64	23814	2	0	0	1	0(23801)/1(13)
1306	train_targets_scored.csv	antihistamine	int64	23814	2	0	0	1	0(23802)/1(12)
1307	train_targets_scored.csv	antimalarial	int64	23814	2	0	0	1	0(23796)/1(18)
1308	train_targets_scored.csv	antioxidant	int64	23814	2	0	0	1	0(23741)/1(73)
1309	train_targets_scored.csv	antiprotozoal	int64	23814	2	0	0	1	0(23778)/1(36)
1310	train_targets_scored.csv	antiviral	int64	23814	2	0	0	1	0(23791)/1(23)
1311	train_targets_scored.csv	apoptosis_stimulant	int64	23814	2	0	0	1	0(23765)/1(49)
1312	train_targets_scored.csv	aromatase_inhibitor	int64	23814	2	0	0	1	0(23767)/1(47)
1313	train_targets_scored.csv	atm_kinase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1314	train_targets_scored.csv	atp-sensitive_potassium_channel_antagonist	int64	23814	2	0	0	1	0(23813)/1(1)
1315	train_targets_scored.csv	atp_synthase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1316	train_targets_scored.csv	atpase_inhibitor	int64	23814	2	0	0	1	0(23717)/1(97)
1317	train_targets_scored.csv	atr_kinase_inhibitor	int64	23814	2	0	0	1	0(23795)/1(19)
1318	train_targets_scored.csv	aurora_kinase_inhibitor	int64	23814	2	0	0	1	0(23718)/1(96)
1319	train_targets_scored.csv	autotaxin_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1320	train_targets_scored.csv	bacterial_30s_ribosomal_subunit_inhibitor	int64	23814	2	0	0	1	0(23754)/1(60)
1321	train_targets_scored.csv	bacterial_50s_ribosomal_subunit_inhibitor	int64	23814	2	0	0	1	0(23734)/1(80)
1322	train_targets_scored.csv	bacterial_antifolate	int64	23814	2	0	0	1	0(23778)/1(36)
1323	train_targets_scored.csv	bacterial_cell_wall_synthesis_inhibitor	int64	23814	2	0	0	1	0(23622)/1(192)
1324	train_targets_scored.csv	bacterial_dna_gyrase_inhibitor	int64	23814	2	0	0	1	0(23725)/1(89)
1325	train_targets_scored.csv	bacterial_dna_inhibitor	int64	23814	2	0	0	1	0(23699)/1(115)
1326	train_targets_scored.csv	bacterial_membrane_integrity_inhibitor	int64	23814	2	0	0	1	0(23807)/1(7)
1327	train_targets_scored.csv	bcl_inhibitor	int64	23814	2	0	0	1	0(23783)/1(31)
1328	train_targets_scored.csv	bcr-abl_inhibitor	int64	23814	2	0	0	1	0(23776)/1(38)
1329	train_targets_scored.csv	benzodiazepine_receptor_agonist	int64	23814	2	0	0	1	0(23747)/1(67)
1330	train_targets_scored.csv	beta_amyloid_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1331	train_targets_scored.csv	bromodomain_inhibitor	int64	23814	2	0	0	1	0(23746)/1(68)
1332	train_targets_scored.csv	btk_inhibitor	int64	23814	2	0	0	1	0(23785)/1(29)
1333	train_targets_scored.csv	calcineurin_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1334	train_targets_scored.csv	calcium_channel_blocker	int64	23814	2	0	0	1	0(23533)/1(281)
1335	train_targets_scored.csv	cannabinoid_receptor_agonist	int64	23814	2	0	0	1	0(23772)/1(42)
1336	train_targets_scored.csv	cannabinoid_receptor_antagonist	int64	23814	2	0	0	1	0(23759)/1(55)
1337	train_targets_scored.csv	carbonic_anhydrase_inhibitor	int64	23814	2	0	0	1	0(23778)/1(36)
1338	train_targets_scored.csv	casein_kinase_inhibitor	int64	23814	2	0	0	1	0(23778)/1(36)
1339	train_targets_scored.csv	caspase_activator	int64	23814	2	0	0	1	0(23796)/1(18)
1340	train_targets_scored.csv	catechol_o_methyltransferase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1341	train_targets_scored.csv	cc_chemokine_receptor_antagonist	int64	23814	2	0	0	1	0(23712)/1(102)
1342	train_targets_scored.csv	cck_receptor_antagonist	int64	23814	2	0	0	1	0(23796)/1(18)
1343	train_targets_scored.csv	cdk_inhibitor	int64	23814	2	0	0	1	0(23474)/1(340)
1344	train_targets_scored.csv	chelating_agent	int64	23814	2	0	0	1	0(23760)/1(54)
1345	train_targets_scored.csv	chk_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1346	train_targets_scored.csv	chloride_channel_blocker	int64	23814	2	0	0	1	0(23772)/1(42)
1347	train_targets_scored.csv	cholesterol_inhibitor	int64	23814	2	0	0	1	0(23766)/1(48)
1348	train_targets_scored.csv	cholinergic_receptor_antagonist	int64	23814	2	0	0	1	0(23760)/1(54)
1349	train_targets_scored.csv	coagulation_factor_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1350	train_targets_scored.csv	corticosteroid_agonist	int64	23814	2	0	0	1	0(23778)/1(36)
1351	train_targets_scored.csv	cyclooxygenase_inhibitor	int64	23814	2	0	0	1	0(23379)/1(435)
1352	train_targets_scored.csv	cytochrome_p450_inhibitor	int64	23814	2	0	0	1	0(23710)/1(104)
1353	train_targets_scored.csv	dihydrofolate_reductase_inhibitor	int64	23814	2	0	0	1	0(23778)/1(36)
1354	train_targets_scored.csv	dipeptidyl_peptidase_inhibitor	int64	23814	2	0	0	1	0(23789)/1(25)
1355	train_targets_scored.csv	diuretic	int64	23814	2	0	0	1	0(23808)/1(6)
1356	train_targets_scored.csv	dna_alkylating_agent	int64	23814	2	0	0	1	0(23766)/1(48)
1357	train_targets_scored.csv	dna_inhibitor	int64	23814	2	0	0	1	0(23412)/1(402)
1358	train_targets_scored.csv	dopamine_receptor_agonist	int64	23814	2	0	0	1	0(23693)/1(121)
1359	train_targets_scored.csv	dopamine_receptor_antagonist	int64	23814	2	0	0	1	0(23390)/1(424)
1360	train_targets_scored.csv	egfr_inhibitor	int64	23814	2	0	0	1	0(23478)/1(336)
1361	train_targets_scored.csv	elastase_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1362	train_targets_scored.csv	erbb2_inhibitor	int64	23814	2	0	0	1	0(23813)/1(1)
1363	train_targets_scored.csv	estrogen_receptor_agonist	int64	23814	2	0	0	1	0(23656)/1(158)
1364	train_targets_scored.csv	estrogen_receptor_antagonist	int64	23814	2	0	0	1	0(23766)/1(48)
1365	train_targets_scored.csv	faah_inhibitor	int64	23814	2	0	0	1	0(23778)/1(36)
1366	train_targets_scored.csv	farnesyltransferase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1367	train_targets_scored.csv	fatty_acid_receptor_agonist	int64	23814	2	0	0	1	0(23789)/1(25)
1368	train_targets_scored.csv	fgfr_inhibitor	int64	23814	2	0	0	1	0(23764)/1(50)
1369	train_targets_scored.csv	flt3_inhibitor	int64	23814	2	0	0	1	0(23535)/1(279)
1370	train_targets_scored.csv	focal_adhesion_kinase_inhibitor	int64	23814	2	0	0	1	0(23796)/1(18)
1371	train_targets_scored.csv	free_radical_scavenger	int64	23814	2	0	0	1	0(23796)/1(18)
1372	train_targets_scored.csv	fungal_squalene_epoxidase_inhibitor	int64	23814	2	0	0	1	0(23791)/1(23)
1373	train_targets_scored.csv	gaba_receptor_agonist	int64	23814	2	0	0	1	0(23708)/1(106)
1374	train_targets_scored.csv	gaba_receptor_antagonist	int64	23814	2	0	0	1	0(23649)/1(165)
1375	train_targets_scored.csv	gamma_secretase_inhibitor	int64	23814	2	0	0	1	0(23758)/1(56)
1376	train_targets_scored.csv	glucocorticoid_receptor_agonist	int64	23814	2	0	0	1	0(23548)/1(266)
1377	train_targets_scored.csv	glutamate_inhibitor	int64	23814	2	0	0	1	0(23801)/1(13)
1378	train_targets_scored.csv	glutamate_receptor_agonist	int64	23814	2	0	0	1	0(23740)/1(74)
1379	train_targets_scored.csv	glutamate_receptor_antagonist	int64	23814	2	0	0	1	0(23447)/1(367)
1380	train_targets_scored.csv	gonadotropin_receptor_agonist	int64	23814	2	0	0	1	0(23796)/1(18)
1381	train_targets_scored.csv	gsk_inhibitor	int64	23814	2	0	0	1	0(23754)/1(60)
1382	train_targets_scored.csv	hcv_inhibitor	int64	23814	2	0	0	1	0(23742)/1(72)
1383	train_targets_scored.csv	hdac_inhibitor	int64	23814	2	0	0	1	0(23708)/1(106)
1384	train_targets_scored.csv	histamine_receptor_agonist	int64	23814	2	0	0	1	0(23755)/1(59)
1385	train_targets_scored.csv	histamine_receptor_antagonist	int64	23814	2	0	0	1	0(23573)/1(241)
1386	train_targets_scored.csv	histone_lysine_demethylase_inhibitor	int64	23814	2	0	0	1	0(23790)/1(24)
1387	train_targets_scored.csv	histone_lysine_methyltransferase_inhibitor	int64	23814	2	0	0	1	0(23782)/1(32)
1388	train_targets_scored.csv	hiv_inhibitor	int64	23814	2	0	0	1	0(23742)/1(72)
1389	train_targets_scored.csv	hmgcr_inhibitor	int64	23814	2	0	0	1	0(23531)/1(283)
1390	train_targets_scored.csv	hsp_inhibitor	int64	23814	2	0	0	1	0(23721)/1(93)
1391	train_targets_scored.csv	igf-1_inhibitor	int64	23814	2	0	0	1	0(23777)/1(37)
1392	train_targets_scored.csv	ikk_inhibitor	int64	23814	2	0	0	1	0(23784)/1(30)
1393	train_targets_scored.csv	imidazoline_receptor_agonist	int64	23814	2	0	0	1	0(23783)/1(31)
1394	train_targets_scored.csv	immunosuppressant	int64	23814	2	0	0	1	0(23741)/1(73)
1395	train_targets_scored.csv	insulin_secretagogue	int64	23814	2	0	0	1	0(23784)/1(30)
1396	train_targets_scored.csv	insulin_sensitizer	int64	23814	2	0	0	1	0(23763)/1(51)
1397	train_targets_scored.csv	integrin_inhibitor	int64	23814	2	0	0	1	0(23772)/1(42)
1398	train_targets_scored.csv	jak_inhibitor	int64	23814	2	0	0	1	0(23722)/1(92)
1399	train_targets_scored.csv	kit_inhibitor	int64	23814	2	0	0	1	0(23541)/1(273)
1400	train_targets_scored.csv	laxative	int64	23814	2	0	0	1	0(23808)/1(6)
1401	train_targets_scored.csv	leukotriene_inhibitor	int64	23814	2	0	0	1	0(23808)/1(6)
1402	train_targets_scored.csv	leukotriene_receptor_antagonist	int64	23814	2	0	0	1	0(23752)/1(62)
1403	train_targets_scored.csv	lipase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
1404	train_targets_scored.csv	lipoxygenase_inhibitor	int64	23814	2	0	0	1	0(23753)/1(61)
1405	train_targets_scored.csv	lxr_agonist	int64	23814	2	0	0	1	0(23808)/1(6)
1406	train_targets_scored.csv	mdm_inhibitor	int64	23814	2	0	0	1	0(23783)/1(31)
1407	train_targets_scored.csv	mek_inhibitor	int64	23814	2	0	0	1	0(23742)/1(72)
1408	train_targets_scored.csv	membrane_integrity_inhibitor	int64	23814	2	0	0	1	0(23740)/1(74)
1409	train_targets_scored.csv	mineralocorticoid_receptor_antagonist	int64	23814	2	0	0	1	0(23789)/1(25)
1410	train_targets_scored.csv	monoacylglycerol_lipase_inhibitor	int64	23814	2	0	0	1	0(23802)/1(12)
